,date,team,against,home,goalie,dec,SA,SV,TOI
0,2013-01-25,ANA,VAN,h,Jonas Hiller,L,34,29,59:57
1,2013-01-25,VAN,ANA,@,Cory Schneider,W,30,30,59:36
2,2013-01-26,ANA,NSH,h,Viktor Fasth,W,21,19,64:58
3,2013-01-26,NSH,ANA,@,Pekka Rinne,O,22,20,64:43
4,2013-02-01,ANA,MIN,h,Viktor Fasth,W,27,26,60:00
5,2013-02-01,MIN,ANA,@,Niklas Backstrom,L,31,28,58:47
6,2013-02-02,ANA,LAK,h,Jonas Hiller,W,34,30,60:00
7,2013-02-02,LAK,ANA,@,Jonathan Bernier,L,21,17,53:11
8,2013-02-04,ANA,SJS,h,Viktor Fasth,W,26,25,59:48
9,2013-02-04,SJS,ANA,@,Thomas Greiss,L,32,30,58:43
10,2013-02-18,ANA,CBJ,h,Jonas Hiller,W,27,25,60:00
11,2013-02-18,CBJ,ANA,@,Sergei Bobrovsky,L,29,26,58:49
12,2013-02-24,ANA,COL,h,Jonas Hiller,W,23,20,64:14
13,2013-02-24,COL,ANA,@,Jean-Sebastien Giguere,O,39,35,64:14
14,2013-02-27,ANA,NSH,h,Viktor Fasth,W,21,20,59:40
15,2013-02-27,NSH,ANA,@,Pekka Rinne,L,21,16,40:00
16,2013-03-01,ANA,MIN,h,Jonas Hiller,W,33,31,60:00
17,2013-03-01,MIN,ANA,@,Darcy Kuemper,L,29,26,58:09
18,2013-03-06,ANA,PHX,h,Jonas Hiller,W,18,18,60:00
19,2013-03-06,PHX,ANA,@,Jason LaBarbera,L,23,22,59:34
20,2013-03-08,ANA,CGY,h,Viktor Fasth,W,29,29,59:59
21,2013-03-08,CGY,ANA,@,Miikka Kiprusoff,L,24,20,60:00
22,2013-03-10,ANA,STL,h,Jonas Hiller,W,31,29,60:00
23,2013-03-10,STL,ANA,@,Jaroslav Halak,L,21,18,59:34
24,2013-03-18,ANA,SJS,h,Viktor Fasth,W,35,32,60:00
25,2013-03-18,SJS,ANA,@,Antti Niemi,L,27,23,59:19
26,2013-03-20,ANA,CHI,h,Jonas Hiller,W,24,22,60:00
27,2013-03-20,CHI,ANA,@,Corey Crawford,L,25,22,59:25
28,2013-03-22,ANA,DET,h,Jonas Hiller,\,12,10,36:54
29,2013-03-22,DET,ANA,@,Jimmy Howard,W,34,33,60:00
30,2013-03-24,ANA,DET,h,Jonas Hiller,L,21,19,59:22
31,2013-03-24,DET,ANA,@,Jimmy Howard,W,34,33,59:50
32,2013-03-25,ANA,SJS,h,Viktor Fasth,L,38,34,59:19
33,2013-03-25,SJS,ANA,@,Antti Niemi,W,27,24,60:00
34,2013-04-03,ANA,DAL,h,Viktor Fasth,W,25,23,59:48
35,2013-04-03,DAL,ANA,@,Kari Lehtonen,L,26,22,59:14
36,2013-04-05,ANA,DAL,h,Viktor Fasth,L,25,22,59:55
37,2013-04-05,DAL,ANA,@,Kari Lehtonen,W,28,27,59:35
38,2013-04-07,ANA,LAK,h,Viktor Fasth,W,38,35,65:00
39,2013-04-07,LAK,ANA,@,Jonathan Bernier,O,22,19,64:20
40,2013-04-08,ANA,EDM,h,Jonas Hiller,W,28,27,60:00
41,2013-04-08,EDM,ANA,@,Devan Dubnyk,L,38,36,58:48
42,2013-04-10,ANA,COL,h,Jonas Hiller,L,16,12,40:00
43,2013-04-10,COL,ANA,@,Jean-Sebastien Giguere,W,22,21,60:00
44,2013-04-17,ANA,CBJ,h,Viktor Fasth,O,28,25,62:17
45,2013-04-17,CBJ,ANA,@,Sergei Bobrovsky,W,28,26,61:49
46,2013-04-27,ANA,PHX,h,Viktor Fasth,L,30,26,58:17
47,2013-04-27,PHX,ANA,@,Jason LaBarbera,W,46,43,60:00
48,2013-01-22,COL,LAK,h,Semyon Varlamov,W,29,28,60:00
49,2013-01-22,LAK,COL,@,Jonathan Quick,L,31,28,58:00
50,2013-01-24,COL,CBJ,h,Semyon Varlamov,W,33,33,60:00
51,2013-01-24,CBJ,COL,@,Sergei Bobrovsky,L,28,24,60:00
52,2013-02-02,COL,EDM,h,Semyon Varlamov,W,26,25,59:56
53,2013-02-02,EDM,COL,@,Devan Dubnyk,L,39,37,57:53
54,2013-02-04,COL,DAL,h,Semyon Varlamov,L,26,23,59:03
55,2013-02-04,DAL,COL,@,Kari Lehtonen,W,31,29,59:20
56,2013-02-06,COL,ANA,h,Semyon Varlamov,L,20,17,60:00
57,2013-02-06,ANA,COL,@,Viktor Fasth,W,31,31,59:57
58,2013-02-11,COL,PHX,h,Semyon Varlamov,O,30,27,64:01
59,2013-02-11,PHX,COL,@,Mike Smith,W,43,41,64:01
60,2013-02-18,COL,NSH,h,Semyon Varlamov,W,38,33,60:00
61,2013-02-18,NSH,COL,@,Chris Mason,L,18,12,33:17
62,2013-02-20,COL,STL,h,Semyon Varlamov,W,33,33,64:43
63,2013-02-20,STL,COL,@,Jaroslav Halak,O,20,19,64:43
64,2013-02-28,COL,CGY,h,Semyon Varlamov,W,23,19,60:00
65,2013-02-28,CGY,COL,@,Joey MacDonald,L,36,31,58:31
66,2013-03-08,COL,CHI,h,Semyon Varlamov,W,33,31,60:00
67,2013-03-08,CHI,COL,@,Corey Crawford,L,19,14,39:58
68,2013-03-10,COL,SJS,h,Semyon Varlamov,W,38,36,64:59
69,2013-03-10,SJS,COL,@,Antti Niemi,O,42,39,64:59
70,2013-03-12,COL,EDM,h,Semyon Varlamov,L,32,28,60:00
71,2013-03-12,EDM,COL,@,Devan Dubnyk,W,35,35,60:00
72,2013-03-16,COL,MIN,h,Semyon Varlamov,L,14,12,38:29
73,2013-03-16,MIN,COL,@,Niklas Backstrom,W,32,28,59:58
74,2013-03-18,COL,CHI,h,Semyon Varlamov,L,32,27,60:00
75,2013-03-18,CHI,COL,@,Ray Emery,W,19,17,60:00
76,2013-03-20,COL,DAL,h,Semyon Varlamov,W,32,29,60:00
77,2013-03-20,DAL,COL,@,Kari Lehtonen,L,34,30,59:06
78,2013-03-24,COL,VAN,h,Jean-Sebastien Giguere,L,30,27,59:12
79,2013-03-24,VAN,COL,@,Cory Schneider,W,28,26,60:00
80,2013-03-30,COL,NSH,h,Semyon Varlamov,W,34,34,60:50
81,2013-03-30,NSH,COL,@,Pekka Rinne,O,24,23,60:42
82,2013-04-05,COL,DET,h,Jean-Sebastien Giguere,O,31,28,64:42
83,2013-04-05,DET,COL,@,Jimmy Howard,W,35,33,64:22
84,2013-04-08,COL,CGY,h,Jean-Sebastien Giguere,L,34,31,57:52
85,2013-04-08,CGY,COL,@,Joey MacDonald,W,40,39,60:00
86,2013-04-13,COL,VAN,h,Jean-Sebastien Giguere,W,27,24,60:00
87,2013-04-13,VAN,COL,@,Cory Schneider,L,26,22,59:57
88,2013-04-15,COL,CBJ,h,Jean-Sebastien Giguere,O,30,26,64:29
89,2013-04-15,CBJ,COL,@,Sergei Bobrovsky,W,32,29,64:21
90,2013-04-19,COL,EDM,h,Semyon Varlamov,L,24,20,56:41
91,2013-04-19,EDM,COL,@,Devan Dubnyk,W,34,33,60:00
92,2013-04-21,COL,STL,h,Jean-Sebastien Giguere,W,32,29,60:00
93,2013-04-21,STL,COL,@,Brian Elliott,L,19,15,37:23
94,2013-04-27,COL,MIN,h,Semyon Varlamov,L,32,30,58:22
95,2013-04-27,MIN,COL,@,Niklas Backstrom,W,30,29,60:00
96,2013-01-21,CBJ,DET,h,Sergei Bobrovsky,O,42,39,64:48
97,2013-01-21,DET,CBJ,@,Jimmy Howard,W,33,30,65:00
98,2013-01-26,CBJ,CHI,h,Steve Mason,L,24,21,58:23
99,2013-01-26,CHI,CBJ,@,Corey Crawford,W,26,24,59:45
100,2013-01-28,CBJ,DAL,h,Sergei Bobrovsky,W,25,24,60:00
101,2013-01-28,DAL,CBJ,@,Kari Lehtonen,L,27,25,59:16
102,2013-01-31,CBJ,STL,h,Steve Mason,\,13,13,45:20
103,2013-01-31,STL,CBJ,@,Brian Elliott,W,25,24,60:00
104,2013-02-02,CBJ,DET,h,Steve Mason,W,34,32,60:00
105,2013-02-02,DET,CBJ,@,Jimmy Howard,L,28,24,60:00
106,2013-02-05,CBJ,LAK,h,Steve Mason,L,31,27,58:01
107,2013-02-05,LAK,CBJ,@,Jonathan Quick,W,20,18,60:00
108,2013-02-07,CBJ,CGY,h,Sergei Bobrovsky,O,30,26,61:05
109,2013-02-07,CGY,CBJ,@,Leland Irving,W,29,26,60:57
110,2013-02-10,CBJ,EDM,h,Sergei Bobrovsky,L,13,11,58:39
111,2013-02-10,EDM,CBJ,@,Devan Dubnyk,W,40,39,60:00
112,2013-02-11,CBJ,SJS,h,Steve Mason,W,27,25,59:54
113,2013-02-11,SJS,CBJ,@,Thomas Greiss,L,36,30,60:00
114,2013-02-26,CBJ,DAL,h,Sergei Bobrovsky,O,39,34,63:03
115,2013-02-26,DAL,CBJ,@,Richard Bachman,W,20,16,63:03
116,2013-03-03,CBJ,COL,h,Sergei Bobrovsky,W,19,18,62:26
117,2013-03-03,COL,CBJ,@,Semyon Varlamov,O,34,32,62:26
118,2013-03-05,CBJ,EDM,h,Sergei Bobrovsky,W,21,21,44:29
119,2013-03-05,EDM,CBJ,@,Devan Dubnyk,O,38,35,64:45
120,2013-03-07,CBJ,VAN,h,Sergei Bobrovsky,W,35,34,64:03
121,2013-03-07,VAN,CBJ,@,Cory Schneider,O,27,25,64:03
122,2013-03-09,CBJ,DET,h,Sergei Bobrovsky,W,30,30,59:45
123,2013-03-09,DET,CBJ,@,Jonas Gustavsson,L,24,21,60:00
124,2013-03-12,CBJ,VAN,h,Sergei Bobrovsky,O,38,37,65:00
125,2013-03-12,VAN,CBJ,@,Roberto Luongo,W,27,26,65:00
126,2013-03-14,CBJ,CHI,h,Sergei Bobrovsky,O,40,39,65:00
127,2013-03-14,CHI,CBJ,@,Corey Crawford,W,30,29,65:00
128,2013-03-16,CBJ,PHX,h,Sergei Bobrovsky,W,39,39,64:13
129,2013-03-16,PHX,CBJ,@,Mike Smith,O,23,23,65:00
130,2013-03-19,CBJ,NSH,h,Sergei Bobrovsky,W,35,32,59:30
131,2013-03-19,NSH,CBJ,@,Pekka Rinne,L,31,27,58:21
132,2013-03-22,CBJ,CGY,h,Sergei Bobrovsky,W,25,24,60:00
133,2013-03-22,CGY,CBJ,@,Miikka Kiprusoff,L,28,23,59:57
134,2013-03-31,CBJ,ANA,h,Sergei Bobrovsky,W,30,29,64:00
135,2013-03-31,ANA,CBJ,@,Jonas Hiller,O,18,16,64:00
136,2013-04-07,CBJ,MIN,h,Sergei Bobrovsky,L,24,21,60:00
137,2013-04-07,MIN,CBJ,@,Niklas Backstrom,W,24,24,60:00
138,2013-04-09,CBJ,SJS,h,Sergei Bobrovsky,W,30,30,60:00
139,2013-04-09,SJS,CBJ,@,Antti Niemi,L,26,22,47:05
140,2013-04-12,CBJ,STL,h,Sergei Bobrovsky,W,32,31,60:00
141,2013-04-12,STL,CBJ,@,Jake Allen,L,19,15,60:00
142,2013-04-27,CBJ,NSH,h,Sergei Bobrovsky,W,20,19,60:00
143,2013-04-27,NSH,CBJ,@,Chris Mason,L,46,44,59:08
144,2013-01-19,BOS,NYR,h,Tuukka Rask,W,21,20,59:56
145,2013-01-19,NYR,BOS,@,Henrik Lundqvist,L,34,31,59:10
146,2013-01-21,BOS,WPG,h,Tuukka Rask,W,27,26,65:00
147,2013-01-21,WPG,BOS,@,Ondrej Pavelec,O,27,26,64:49
148,2013-01-25,BOS,NYI,h,Tuukka Rask,W,26,24,60:00
149,2013-01-25,NYI,BOS,@,Rick DiPietro,L,27,23,57:58
150,2013-01-29,BOS,NJD,h,Tuukka Rask,W,26,25,65:00
151,2013-01-29,NJD,BOS,@,Johan Hedberg,O,28,27,64:53
152,2013-01-31,BOS,BUF,h,Tuukka Rask,L,31,25,58:49
153,2013-01-31,BUF,BOS,@,Ryan Miller,W,42,38,59:56
154,2013-02-12,BOS,NYR,h,Tuukka Rask,O,29,26,63:29
155,2013-02-12,NYR,BOS,@,Henrik Lundqvist,W,40,37,64:28
156,2013-02-28,BOS,OTT,h,Tuukka Rask,W,31,30,63:38
157,2013-02-28,OTT,BOS,@,Robin Lehner,O,46,44,63:38
158,2013-03-02,BOS,TBL,h,Anton Khudobin,W,22,20,60:00
159,2013-03-02,TBL,BOS,@,Mathieu Garon,L,27,24,58:10
160,2013-03-03,BOS,MTL,h,Tuukka Rask,L,26,22,58:50
161,2013-03-03,MTL,BOS,@,Peter Budaj,W,34,31,59:53
162,2013-03-07,BOS,TOR,h,Anton Khudobin,W,27,25,60:00
163,2013-03-07,TOR,BOS,@,Ben Scrivens,L,24,21,58:48
164,2013-03-09,BOS,PHI,h,Tuukka Rask,W,23,23,59:47
165,2013-03-09,PHI,BOS,@,Ilya Bryzgalov,L,28,25,60:00
166,2013-03-14,BOS,FLA,h,Tuukka Rask,W,30,29,60:00
167,2013-03-14,FLA,BOS,@,Scott Clemmensen,L,31,28,59:25
168,2013-03-16,BOS,WSH,h,Anton Khudobin,W,33,32,60:00
169,2013-03-16,WSH,BOS,@,Michal Neuvirth,L,38,34,60:00
170,2013-03-25,BOS,TOR,h,Tuukka Rask,W,25,23,65:00
171,2013-03-25,TOR,BOS,@,James Reimer,O,29,27,65:00
172,2013-03-27,BOS,MTL,h,Tuukka Rask,O,28,23,65:00
173,2013-03-27,MTL,BOS,@,Carey Price,\,26,22,39:58
174,2013-04-02,BOS,OTT,h,Anton Khudobin,W,47,45,60:00
175,2013-04-02,OTT,BOS,@,Robin Lehner,L,50,47,59:13
176,2013-04-04,BOS,NJD,h,Tuukka Rask,W,40,40,60:00
177,2013-04-04,NJD,BOS,@,Martin Brodeur,L,26,25,58:38
178,2013-04-08,BOS,CAR,h,Tuukka Rask,W,42,40,60:00
179,2013-04-08,CAR,BOS,@,Dan Ellis,L,32,28,51:59
180,2013-04-11,BOS,NYI,h,Tuukka Rask,L,36,34,58:37
181,2013-04-11,NYI,BOS,@,Evgeni Nabokov,W,31,30,60:00
182,2013-04-17,BOS,BUF,h,Anton Khudobin,O,32,30,65:00
183,2013-04-17,BUF,BOS,@,Ryan Miller,W,43,41,64:11
184,2013-04-20,BOS,PIT,h,Tuukka Rask,L,24,21,58:39
185,2013-04-20,PIT,BOS,@,Tomas Vokoun,W,40,38,60:00
186,2013-04-21,BOS,FLA,h,Tuukka Rask,W,28,28,60:00
187,2013-04-21,FLA,BOS,@,Jacob Markstrom,L,38,36,59:30
188,2013-04-25,BOS,TBL,h,Tuukka Rask,W,30,30,60:00
189,2013-04-25,TBL,BOS,@,Anders Lindback,L,24,22,59:09
190,2013-04-28,BOS,OTT,h,Tuukka Rask,L,21,18,59:48
191,2013-04-28,OTT,BOS,@,Robin Lehner,W,36,34,60:00
192,2013-01-20,BUF,PHI,h,Ryan Miller,W,29,27,59:58
193,2013-01-20,PHI,BUF,@,Ilya Bryzgalov,L,40,36,59:07
194,2013-01-25,BUF,CAR,h,Ryan Miller,L,41,39,59:42
195,2013-01-25,CAR,BUF,@,Dan Ellis,W,41,40,60:00
196,2013-01-29,BUF,TOR,h,Ryan Miller,O,24,20,64:58
197,2013-01-29,TOR,BUF,@,James Reimer,W,32,29,64:58
198,2013-02-03,BUF,FLA,h,Ryan Miller,L,33,29,59:39
199,2013-02-03,FLA,BUF,@,Jose Theodore,W,20,17,60:00
200,2013-02-07,BUF,MTL,h,Ryan Miller,W,32,28,63:31
201,2013-02-07,MTL,BUF,@,Peter Budaj,O,40,36,64:50
202,2013-02-10,BUF,BOS,h,Ryan Miller,L,38,36,59:01
203,2013-02-10,BOS,BUF,@,Anton Khudobin,W,26,25,60:00
204,2013-02-15,BUF,BOS,h,Ryan Miller,W,32,30,60:00
205,2013-02-15,BOS,BUF,@,Anton Khudobin,L,26,22,58:19
206,2013-02-17,BUF,PIT,h,Ryan Miller,L,35,31,59:17
207,2013-02-17,PIT,BUF,@,Marc-Andre Fleury,W,33,30,59:40
208,2013-02-19,BUF,WPG,h,Ryan Miller,L,28,26,58:17
209,2013-02-19,WPG,BUF,@,Ondrej Pavelec,W,30,29,60:00
210,2013-02-23,BUF,NYI,h,Ryan Miller,L,32,28,60:00
211,2013-02-23,NYI,BUF,@,Evgeni Nabokov,W,35,35,60:00
212,2013-03-02,BUF,NJD,h,Ryan Miller,W,31,28,64:58
213,2013-03-02,NJD,BUF,@,Johan Hedberg,O,23,20,65:00
214,2013-03-12,BUF,NYR,h,Jhonas Enroth,W,33,32,60:00
215,2013-03-12,NYR,BUF,@,Henrik Lundqvist,L,22,19,57:56
216,2013-03-16,BUF,OTT,h,Ryan Miller,O,34,30,63:54
217,2013-03-16,OTT,BUF,@,Ben Bishop,W,36,33,63:54
218,2013-03-21,BUF,TOR,h,Ryan Miller,W,34,30,64:38
219,2013-03-21,TOR,BUF,@,James Reimer,O,36,32,65:00
220,2013-03-30,BUF,WSH,h,Jhonas Enroth,O,38,35,65:00
221,2013-03-30,WSH,BUF,@,Braden Holtby,W,23,20,64:19
222,2013-03-31,BUF,BOS,h,Ryan Miller,L,31,29,57:53
223,2013-03-31,BOS,BUF,@,Anton Khudobin,W,26,26,60:00
224,2013-04-05,BUF,OTT,h,Ryan Miller,W,37,35,60:00
225,2013-04-05,OTT,BUF,@,Robin Lehner,L,30,26,57:39
226,2013-04-07,BUF,NJD,h,Ryan Miller,W,39,37,65:00
227,2013-04-07,NJD,BUF,@,Martin Brodeur,O,26,24,65:00
228,2013-04-11,BUF,MTL,h,Ryan Miller,L,32,28,40:00
229,2013-04-11,MTL,BUF,@,Peter Budaj,W,15,14,59:32
230,2013-04-13,BUF,PHI,h,Jhonas Enroth,W,29,29,60:00
231,2013-04-13,PHI,BUF,@,Steve Mason,L,21,20,58:27
232,2013-04-14,BUF,TBL,h,Jhonas Enroth,W,33,32,59:57
233,2013-04-14,TBL,BUF,@,Mathieu Garon,L,22,19,58:00
234,2013-04-19,BUF,NYR,h,Jhonas Enroth,L,15,11,38:47
235,2013-04-19,NYR,BUF,@,Henrik Lundqvist,W,28,24,60:00
236,2013-04-22,BUF,WPG,h,Jhonas Enroth,L,39,37,59:08
237,2013-04-22,WPG,BUF,@,Ondrej Pavelec,W,25,24,60:00
238,2013-04-26,BUF,NYI,h,Ryan Miller,W,31,30,65:00
239,2013-04-26,NYI,BUF,@,Evgeni Nabokov,O,22,21,64:43
240,2013-01-20,CGY,SJS,h,Miikka Kiprusoff,L,29,25,59:56
241,2013-01-20,SJS,CGY,@,Antti Niemi,W,32,31,59:49
242,2013-01-21,CGY,ANA,h,Miikka Kiprusoff,L,24,19,59:08
243,2013-01-21,ANA,CGY,@,Jonas Hiller,W,25,21,60:00
244,2013-01-26,CGY,EDM,h,Miikka Kiprusoff,W,20,17,59:39
245,2013-01-26,EDM,CGY,@,Devan Dubnyk,L,35,31,58:10
246,2013-01-31,CGY,COL,h,Miikka Kiprusoff,L,21,16,59:44
247,2013-01-31,COL,CGY,@,Jean-Sebastien Giguere,W,28,25,60:00
248,2013-02-02,CGY,CHI,h,Miikka Kiprusoff,O,19,17,65:00
249,2013-02-02,CHI,CGY,@,Ray Emery,W,47,45,64:36
250,2013-02-11,CGY,MIN,h,Leland Irving,O,24,23,65:00
251,2013-02-11,MIN,CGY,@,Niklas Backstrom,W,24,23,65:00
252,2013-02-13,CGY,DAL,h,Leland Irving,W,34,30,60:00
253,2013-02-13,DAL,CGY,@,Richard Bachman,L,22,16,59:42
254,2013-02-15,CGY,STL,h,Joey MacDonald,L,21,18,55:53
255,2013-02-15,STL,CGY,@,Jake Allen,W,32,30,60:00
256,2013-02-20,CGY,LAK,h,Joey MacDonald,L,33,30,58:49
257,2013-02-20,LAK,CGY,@,Jonathan Bernier,W,27,26,60:00
258,2013-02-23,CGY,MIN,h,Joey MacDonald,W,31,30,59:58
259,2013-02-23,MIN,CGY,@,Niklas Backstrom,L,26,24,58:45
260,2013-02-24,CGY,PHX,h,Joey MacDonald,W,27,23,59:56
261,2013-02-24,PHX,CGY,@,Mike Smith,L,31,26,59:33
262,2013-03-03,CGY,VAN,h,Daniel Taylor,W,31,29,60:00
263,2013-03-03,VAN,CGY,@,Roberto Luongo,L,24,21,59:13
264,2013-03-06,CGY,SJS,h,Miikka Kiprusoff,W,33,32,60:00
265,2013-03-06,SJS,CGY,@,Thomas Greiss,L,25,22,58:16
266,2013-03-13,CGY,DET,h,Miikka Kiprusoff,W,38,36,59:51
267,2013-03-13,DET,CGY,@,Jonas Gustavsson,L,22,17,60:00
268,2013-03-15,CGY,NSH,h,Miikka Kiprusoff,W,20,17,60:00
269,2013-03-15,NSH,CGY,@,Chris Mason,L,19,16,50:52
270,2013-03-24,CGY,STL,h,Miikka Kiprusoff,W,38,36,60:00
271,2013-03-24,STL,CGY,@,Jaroslav Halak,L,17,14,59:01
272,2013-03-27,CGY,COL,h,Joey MacDonald,W,30,27,60:00
273,2013-03-27,COL,CGY,@,Semyon Varlamov,L,27,23,58:31
274,2013-03-29,CGY,CBJ,h,Miikka Kiprusoff,L,20,15,40:00
275,2013-03-29,CBJ,CGY,@,Steve Mason,W,33,29,60:00
276,2013-04-03,CGY,EDM,h,Joey MacDonald,L,39,31,60:00
277,2013-04-03,EDM,CGY,@,Devan Dubnyk,W,21,19,60:00
278,2013-04-10,CGY,VAN,h,Miikka Kiprusoff,L,29,25,59:35
